Subject,Code,Description
SOAN,240,"3.0; 3 cr.
A  seminar  that  provides  students  with  an  introduction  to  the  history,  concepts, 
institutions, and applications of human rights. Although drawn mainly from a Western 
perspective,  applications  are  canvassed  from  the  Middle  East  as  well.  Discussions 
cover philosophical foundations of human rights law; discrimination, xenophobia, and 
racism; civil, political, social, and economic rights; women’s rights; children’s rights; 
rights of minorities and indigenous people; and migrant workers’ rights. Alternate years.
"
SOAN,242,"3.0; 3 cr.
An  introduction  to  a  range  of  issues  related  to  theories  of  migration  with  particular 
emphasis on the peculiarities of contemporary globalization. Theoretical considerations 
include assumptions and case studies from sociology, economics, political economy, 
and  anthropology.  Concepts  such  as  network  theory,  transnationalism,  and  the 
international  division  of  labor  are  used  to  illuminate  issues  such  as  citizenship  and 
identity,  refugees,  forced  migration,  nationalism,  and  ethnicity  as  they  relate  to  the 
migratory experience. Alternate years.
"
SOAN,243,"An undergraduate seminar on the role of communication in society. The content areas 
may change. May be repeated for credit. Annually.
"
MCOM,260,"A senior undergraduate seminar on the role of media in society. The content areas may 
change. Prerequisite: Senior standing. Every term.
"
SOAN,245,"3.0; 3 cr.
The seminar is an exploration of the strategies and courses of action societies confront 
as they consider legacies of past human rights abuses or atrocities. It examines the 
ways  in  which  states  and  the  international  community  attempt  to  achieve  justice  in 
periods of political transition. Some of the leading theories and applied dimensions will 
be critically assessed in the light of the operation of international and domestic criminal 
justice, historical and administrative justice. Annually. 
"
SOAN,250," 3.0; 3 cr.
A cross-cultural exploration of art as an idea, an object, a history, and a way of interacting 
with the world. How is art a universal category? This course applies anthropological 
theories to the study of art and art theories to the study of human society. Particular 
attention is paid to local resources and archives. Note that this course is classified as a 
humanities, not a social science, course. Occasionally.
"
SOAN,251,"3.0; 3 cr.
An investigation of the major theories guiding anthropological thinking today, through 
a historically contextualizing overview. This course introduces students to a range of 
theoretical  propositions  concerning  such  topics  as  agency,  structure,  subjectivity, 
power, and the politics of representation by reading primary texts from landmark figures 
in sociocultural anthropology. Occasionally.
"
SOAN,252,"3.0; 3 cr. 
An  investigation  of  the  cases  that  have  shaken  the  discipline  of  anthropology  and/
or  sociology.  This  course  uses  some  issues  including  cannibalism  and  espionage  to 
enter into some of the core concern in the study of humans. What have been the ethical 
controversies moving our discipline? What are the epistemological questions raised by 
the controversies? Occasionally.
"
SOAN,253,"3.0; 3 cr.
This course tackles the question of power and society in the contemporary Arab world. 
It  attempts  to  understand  the  political  sociology  of  these  societies  through  a  focus 
on critical thinking and case studies. The course starts with a general introduction to 
the field of political sociology and its application in the Arab region. It then moves to 
exploring the concept of “orientalism” and its critique. This is followed by a discussion 
on  researching  Arab  societies  and  some  of  the  major  problems  faced  or  created  by 
researchers. The rest of the course tackles some of the most pertinentt debates in the 
Arab  world  today  including:  the  role  of  civil  society,  the  importance  of  organization, 
social classes and inequality, gender and politics, nationalism, sectarianism, political 
islam, the Arab uprisings, the role of youth, and war and violence. Occasionally.
"
SOAN,290,"3.0; 3 cr.
SOAN faculty or visiting professors and recognized scholars might be invited to offer 
seminars to explore relevant dimensions of their research in progress. Occasionally.
"
SOAN,298,"0 cr. 
Students will rework and expand a paper based on field research they wrote for a SOAN 
class and submit it to the department as their senior paper. Sections of the paper will be 
published on the SOAM department website. Every term.
"
SOAN,299,"3–6 cr. 
A tutorial course offered to SOAN students with an average of 3.7 (or 85) or above in their 
major  at  the  beginning  of  their  senior  year.  This  tutorial  consists  of  independent 
research,  original  creative  compositions,  or  directed  reading,  and 
includes  the 
presentation of a report or thesis on the work. Students with averages lower than 3.7 (or 
85) may be admitted to directed study at the discretion of the department. Occasionally.
39 Credits in SOAN1
"
MCOM,201,"An introduction to the field of media studies, its concepts and theories, and the various 
modern  media  industries  and  professions  in  today’s  world.  The  course  aims  to  help 
students become better informed about career options in this field and more discerning 
media consumers. Pre or corequisite: ENGL 203. Annually.
"
MCOM,204,"3.0; 3 cr.
This course situates the history of communication – from the telegraph to today’s social 
media – as more than a history of technology, and discusses the complexity with which 
the social world is constructed. Both technology and history enter into conversation, 
opening  up  points  of  critical  engagement  of  modern  understandings  of  the  world.  
Pre or corequisite: ENGL 203. Annually.
"
MCOM,205,"3.0; 3 cr.
This course examines the interpersonal communication process with a focus on the folk 
(oral) media as traditional face to face communication media. The course involves an 
interdisciplinary investigation of relationships between Arab daily life and folk media, 
roles of formulating folk culture in theatre and films, and popular music and its audience. 
Pre or corequisite: ENGL 203. Occasionally.
"
MCOM,210,"3.0; 3 cr.
An introduction to the design and implementation of research methodology in media 
studies.  It  covers  formulating  research  problems,  reviewing  scientific  literature, 
designing  instruments,  and  utilizing  data  collection  and  analysis  techniques,  both 
quantitative and qualitative. Students participate in actual research projects and apply 
various techniques of data collection and analysis to interpret research findings. Pre or 
corequisite: ENGL 203. Occasionally.
"
MCOM,215,"3.0; 3 cr.
A  survey  of  Lebanese,  Arab  and  International  media  laws  and  regulations,  and  their 
application within the realms of journalism, public relations, advertising, digital media, 
and entertainment, with an exploration of ethical guidelines, moral values, and social 
responsibilities of media scholars, practitioners and educators. Pre or corequisite: ENGL 
203. Occasionally.
"
MCOM,216,"3.0; 3 cr.
A general study of the nature of public opinion, and the interplay between psychological 
and  socio-cultural  processes  in  the  formation  and  dissemination  of  public  opinion. 
An attempt is also made to explore the impact of public opinion on media and socio-
cultural change. Measurements of public opinion are also explored. Pre or corequisite: 
ENGL 203. Occasionally. 
"
MCOM,217,"3.0; 3 cr.
This courses introduces students to the subfield of political communication, covering 
its main theories, research methods, and modern applications and strategies. Students 
gain  theoretical  and  working  knowledge  of  political  campaign  operations,  political 
press offices, the roles of a political press secretary, media advisor, and communication 
director, and the technologies used in modern political campaigns. Prerequisite: MCOM 
202 or consent of instructor. Pre or corequisite: ENGL 203. Occasionally.
"
MCOM,218," 3.0; 3 cr.
An  introduction  to  the  theories  and  strategies  of  media  use  for  non-violent  activism 
and  advocacy  campaigns  and  social  movements,  with  a  focus  on  principles  of  civic 
activism in the era of digital media convergence. The course balances theory and skills 
by examining case studies of media activism from around the world and using digital 
media tools with a stress on digital tools and civic activism principles to develop social 
and political change campaigns for civil society groups. Pre or corequisite: ENGL 203. 
Occasionally.
"
MCOM,219,"3.0; 3 cr.
This course examines the role of the media in constructing our social reality through 
an examination of media practices, both historically and in the present. It particularly 
examines the representations of Arabs and the Arab world in the Western media, and 
the US in the Arab media. It covers politics of culture and identity as they shape and 
intersect  with  today’s  globalized  media.  Prerequisite:  MCOM  201.  Pre  or  corequisite: 
ENGL 203. Occasionally.
"
